country,reg,trans,HIV.AIDS,Malaria,density,latitude,longitude,rainfall,temp,GDPpc,PerUrb,Diabetes_prevalence,cardioDR,Hospital_beds_per_thousand,PropOver_70,AirConnectivityIndex,IHME_meanExcessDeaths,IHME_lowerCIExcessDeaths,IHME_upperCIExcessDeaths,WHO_meanExcessDeaths,WHO_lowerCIExcessDeaths,WHO_upperCIExcessDeaths,pscore.mean,pscore.mean.se,lag_rate,pop,PathCompPC1,PathCompPC2,PathCompPC3,cases,deaths,log_tests,log_cases,log_pop,IDburd_perMil,Vaccinated_perMil
United States of America,Amer,comm,0.005603957,0,35.71362209,37.09024,-95.712891,55.8877625,7.616999647,60629.43539,82.0612,10.79,151.089,2.77,16.209606140000002,0.23,1130000,1080000,1180000,932458.4464,708710.6518,1153670.128,15.17205902,0.013731855,17.499853480000002,329484123,-1.71728219072943,-0.5064537537170685,-0.17784207022919887,26623675,457884,12.06749038730397,17.097311415497316,19.613038725616914,8787.689448089126,738605.2013195185
United States Virgin Islands,Amer,comm,0.002354979,0,305.6485714,18.335765,-64.896335,269.0761215,25.29725769,35555.5687,95.5972,12.84,204.85,2.4,19.87511714,0.05,526,301,837,-2677.144853,-932.1847832,263.238539,28.82952472,0.303498815,2.120981883333333,106290,-0.9542573694262843,-1.887007231056015,0.42317460727773876,2510,24,12.370018320242774,7.828038032125829,11.573926486527627,13995.99490074325,2670806.2846928216
Uruguay,Amer,comm,0.003676452,0,19.70802765,-32.522779,-55.765835,110.6826119,17.94185513,16358.23055,95.2378,6.93,160.708,2.8,14.94124043,0.02,9820,8670,11500,3106.053857,-478.0087369,6640.995896,4.895266947,0.018056477,21.541916804000003,3473727,-1.3755139122267896,-0.9187303858834825,0.17473573452505353,45311,490,10.48963526397636,10.721305107600823,15.060738638930209,13542.012394756412,801118.510464409
Uzbekistan,Euro,clust,7.04044e-4,0,77.47085096,41.377491,64.585262,17.5447076,13.15879317,2052.663052,50.5722,7.57,724.417,4,4.595215725,0.03,69100,66000,73400,44886.30347,5005.155118,82500.79527,14.12194662,0.045101121,13.13069582775,34232050,-1.3128310986389495,0.6901620830913736,0.30029635328759097,81009,635,9.915689900150376,11.302315538593305,17.348672897699362,33034.997611887105,528157.6475846466
Vanuatu,WPac,No_cases,0.001218968,0.004751586,24.00984413,-15.376706,166.959158,211.1662724,24.12316346,3002.953163,25.1708,12.02,546.3,2.9,4.609063643,0.02,35,10,72,-76.36804077,-1283.700586,1352.209242,-1.696327759,0.102294067,-0.2620209687999998,307150,3.410580624414008,1.4927183190579358,1.2584397076191156,1,0,8.81448301129371,0,12.635091506592074,54979.31870421619,1037320.5274295948
Venezuela (Bolivarian Republic of),Amer,comm,0.003420761,0.015740698,32.73079191,6.42375,-66.58973,163.4057516,25.86505513,23296.12435,88.19,6.47,204.85,0.8,7.610990373,0.04,164000,153000,177000,22325.42483,-70523.22798,135222.2182,6.009649276,0.094449367,24.9880207,28435943,2.2233114915236087,0.1580989820797738,-0.3739343043937124,130116,1233,10.989672929321037,11.776181639260182,17.163164501528165,20658.50601824599,669347.733606021
Viet Nam,WPac,clust,0.002661151,6.99e-4,308.1252459,14.058324,108.277199,153.6768327,24.59981795,2384.962135,35.2158,6,245.465,2.6,7.553672942,0.04,72300,39600,111000,-6231.135879,-265676.3525,322802.7369,-0.443572352,0.231262931,3.0328437414999994,97338583,2.020722051970942,0.1353940400374036,1.8400234281495276,2053,35,6.0543665736684575,7.627057417018934,18.393706005041516,23499.80587862061,794689.2960214964
Yemen,EMed,comm,2.17244e-4,0.012771964,53.97785291,15.552727,48.516388,14.33384929,23.93610449,1059.940298,36.0204,5.35,495.003,0.7,2.902140675,0.03,65600,37800,97600,33792.32634,-62545.16861,149917.0097,9.45951989,0.103214389,11.267886466111111,29825968,0.4093163284070223,1.8182737982317925,-0.23866588624362856,2134,616,8.649776559807759,7.665753431861699,17.210889981414862,59974.447736281356,16412.845343359855
Zambia,Afri,comm,0.069018935,0.118292391,23.3414789,-13.133897,27.849332,78.59351564,22.45181442,1394.93894,42.9828,3.94,234.499,2,2.115314738,0.02,81300,59100,115000,23552.81365,-37880.21441,98263.42358,9.64649339,0.097218798,8.460984703428572,18383956,1.318600991796643,-0.9615717935979692,-1.1977696469568744,62663,853,8.93602601877191,11.045526440793864,16.726988885682257,191778.74049524486,83701.19032051643
Zimbabwe,Afri,comm,0.087042576,0.013333333,37.32459093,-19.015438,29.154857,51.95784237,22.04016122,1521.110227,32.2674,1.82,307.846,1.7,2.980608063,0.01,80900,64000,101000,18631.68599,-39287.33959,89049.84849,8.128382355,0.095405922,11.921439257200001,14862927,0.11191393324109689,-0.8867535988216014,-0.5166729993726733,34658,1339,8.288196795574292,10.45328385820019,16.514380549593707,205352.562789281,276641.06807494914
